lvek03016316.1_rhincodon_typus_isolate_ralph_scaffold16317_cov18_28918	Sto-Mir-10-P2a_pre	96.552	58	2	0	1	58	1	58	3.00e-24	97.1
lvek03016316.1_rhincodon_typus_isolate_ralph_scaffold16317_cov18_28918	Sto-Mir-10-P2b_pre	100.000	20	0	0	1	20	1	20	1.85e-06	38.1
lvek03016316.1_rhincodon_typus_isolate_ralph_scaffold16317_cov18_28918	Sto-Mir-10-P2c_pre	95.455	22	1	0	1	22	1	22	6.64e-06	36.2
lvek03016316.1_rhincodon_typus_isolate_ralph_scaffold16317_cov18_28918	Sto-Mir-10-P1a-v2_pre	91.667	24	1	1	2	24	1	24	8.59e-05	32.5
lvek03016316.1_rhincodon_typus_isolate_ralph_scaffold16317_cov18_28918	Sto-Mir-10-P1a-v1_pre	91.667	24	1	1	2	24	2	25	8.59e-05	32.5
lvek03003648.1_rhincodon_typus_isolate_ralph_scaffold3648_cov10_12606	Sto-Mir-1-P1_pre	100.000	61	0	0	1	61	1	61	3.18e-29	113
lvek03003648.1_rhincodon_typus_isolate_ralph_scaffold3648_cov10_12606	Sto-Mir-1-P1_pre	78.125	64	4	7	1	59	59	1	9.15e-05	32.5
lvek03003648.1_rhincodon_typus_isolate_ralph_scaffold3648_cov10_12606	Sto-Mir-1-P2_pre	93.548	62	2	2	1	61	1	61	1.49e-22	91.6
lvek03003648.1_rhincodon_typus_isolate_ralph_scaffold3648_cov10_12606	Sto-Mir-1-P2_pre	86.957	23	2	1	38	59	23	1	0.015	25.1
lvek03003648.1_rhincodon_typus_isolate_ralph_scaffold3648_cov10_12606	Sto-Mir-1-P2_pre	86.957	23	2	1	1	23	59	38	0.015	25.1
lvek03003648.1_rhincodon_typus_isolate_ralph_scaffold3648_cov10_12606	Sto-Mir-1-P4_pre	88.333	60	6	1	1	60	1	59	1.94e-16	71.3
lvek03003648.1_rhincodon_typus_isolate_ralph_scaffold3648_cov10_12606	Sto-Mir-1-P4_pre	86.957	23	2	1	1	23	58	37	0.015	25.1
