nc_045988.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_33_sambrad1.1.pri_10659	Sto-Mir-10-P2a_pre	91.379	58	5	0	1	58	1	58	3.03e-19	80.5
nc_045988.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_33_sambrad1.1.pri_10659	Sto-Mir-10-P2b_pre	100.000	20	0	0	1	20	1	20	1.85e-06	38.1
nc_045988.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_33_sambrad1.1.pri_10659	Sto-Mir-10-P2c_pre	78.333	60	10	3	1	58	1	59	6.64e-06	36.2
nc_045988.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_33_sambrad1.1.pri_10659	Sto-Mir-10-P1a-v2_pre	91.667	24	1	1	2	24	1	24	8.59e-05	32.5
nc_045988.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_33_sambrad1.1.pri_10659	Sto-Mir-10-P1a-v1_pre	91.667	24	1	1	2	24	2	25	8.59e-05	32.5
nc_045982.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_27_sambrad1.1.pri_9520	Sto-Mir-1-P4_pre	88.136	59	7	0	1	59	1	59	1.90e-16	71.3
nc_045982.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_27_sambrad1.1.pri_9520	Sto-Mir-1-P4_pre	86.957	23	2	1	1	23	58	37	0.015	25.1
nc_045982.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_27_sambrad1.1.pri_9520	Sto-Mir-1-P1_pre	85.246	61	8	1	1	60	1	61	1.14e-13	62.1
nc_045982.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_27_sambrad1.1.pri_9520	Sto-Mir-1-P1_pre	86.957	23	2	1	37	58	23	1	0.015	25.1
nc_045982.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_27_sambrad1.1.pri_9520	Sto-Mir-1-P2_pre	81.967	61	10	1	1	60	1	61	2.48e-10	51.0
nc_045982.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_27_sambrad1.1.pri_9520	Sto-Mir-1-P2_pre	86.957	23	2	1	37	58	23	1	0.015	25.1
nc_045982.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_27_sambrad1.1.pri_9520	Sto-Mir-1-P2_pre	86.957	23	2	1	1	23	59	38	0.015	25.1
nc_045978.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_23_sambrad1.1.pri_8525	Sto-Mir-1-P1_pre	98.361	61	1	0	1	61	1	61	1.48e-27	108
nc_045978.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_23_sambrad1.1.pri_8525	Sto-Mir-1-P1_pre	76.562	64	5	7	1	59	59	1	0.004	27.0
nc_045978.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_23_sambrad1.1.pri_8525	Sto-Mir-1-P2_pre	95.161	62	1	2	1	61	1	61	3.20e-24	97.1
nc_045978.1_amblyraja_radiata_isolate_cabotcenter1_chromosome_23_sambrad1.1.pri_8525	Sto-Mir-1-P2_pre	86.957	23	2	1	38	59	23	1	0.015	25.1
