bezz01000115.1_chiloscyllium_punctatum_dna_scf_chipu00000115_8398	Sto-Mir-10-P2a_pre	96.552	58	2	0	1	58	1	58	3.00e-24	97.1
bezz01000115.1_chiloscyllium_punctatum_dna_scf_chipu00000115_8398	Sto-Mir-10-P2b_pre	100.000	20	0	0	1	20	1	20	1.85e-06	38.1
bezz01000115.1_chiloscyllium_punctatum_dna_scf_chipu00000115_8398	Sto-Mir-10-P2c_pre	95.455	22	1	0	1	22	1	22	6.64e-06	36.2
bezz01000115.1_chiloscyllium_punctatum_dna_scf_chipu00000115_8398	Sto-Mir-10-P1a-v2_pre	91.667	24	1	1	2	24	1	24	8.59e-05	32.5
bezz01000115.1_chiloscyllium_punctatum_dna_scf_chipu00000115_8398	Sto-Mir-10-P1a-v1_pre	91.667	24	1	1	2	24	2	25	8.59e-05	32.5
bezz01000058.1_chiloscyllium_punctatum_dna_scf_chipu00000058_5336	Sto-Mir-1-P2_pre	95.082	61	3	0	1	61	1	61	3.20e-24	97.1
bezz01000058.1_chiloscyllium_punctatum_dna_scf_chipu00000058_5336	Sto-Mir-1-P2_pre	86.957	23	2	1	38	59	23	1	0.015	25.1
bezz01000058.1_chiloscyllium_punctatum_dna_scf_chipu00000058_5336	Sto-Mir-1-P2_pre	86.957	23	2	1	1	23	59	38	0.015	25.1
bezz01000058.1_chiloscyllium_punctatum_dna_scf_chipu00000058_5336	Sto-Mir-1-P1_pre	90.164	61	6	0	1	61	1	61	3.22e-19	80.5
bezz01000058.1_chiloscyllium_punctatum_dna_scf_chipu00000058_5336	Sto-Mir-1-P1_pre	75.410	61	11	4	1	59	59	1	0.004	27.0
bezz01000058.1_chiloscyllium_punctatum_dna_scf_chipu00000058_5336	Sto-Mir-1-P4_pre	81.667	60	10	1	1	60	1	59	9.09e-10	49.1
bezz01000058.1_chiloscyllium_punctatum_dna_scf_chipu00000058_5336	Sto-Mir-1-P4_pre	86.957	23	2	1	1	23	58	37	0.015	25.1
bezz01000058.1_chiloscyllium_punctatum_dna_scf_chipu00000058_5336	Sto-Mir-455_pre	100.000	11	0	0	12	22	56	46	0.20	21.4
bezz01000026.1_chiloscyllium_punctatum_dna_scf_chipu00000026_2927	Sto-Mir-1-P1_pre	100.000	61	0	0	1	61	1	61	3.18e-29	113
bezz01000026.1_chiloscyllium_punctatum_dna_scf_chipu00000026_2927	Sto-Mir-1-P1_pre	78.125	64	4	7	1	59	59	1	9.15e-05	32.5
bezz01000026.1_chiloscyllium_punctatum_dna_scf_chipu00000026_2927	Sto-Mir-1-P2_pre	93.548	62	2	2	1	61	1	61	1.49e-22	91.6
bezz01000026.1_chiloscyllium_punctatum_dna_scf_chipu00000026_2927	Sto-Mir-1-P2_pre	86.957	23	2	1	38	59	23	1	0.015	25.1
bezz01000026.1_chiloscyllium_punctatum_dna_scf_chipu00000026_2927	Sto-Mir-1-P2_pre	86.957	23	2	1	1	23	59	38	0.015	25.1
