cm019881.1_pristis_pectinata_isolate_spripec2_chromosome_27_34860	Sto-Mir-10-P2a_pre	91.379	58	5	0	1	58	1	58	3.03e-19	80.5
cm019881.1_pristis_pectinata_isolate_spripec2_chromosome_27_34860	Sto-Mir-10-P2c_pre	80.000	60	9	3	1	58	1	59	1.43e-07	41.7
cm019881.1_pristis_pectinata_isolate_spripec2_chromosome_27_34860	Sto-Mir-10-P2b_pre	100.000	20	0	0	1	20	1	20	1.85e-06	38.1
cm019881.1_pristis_pectinata_isolate_spripec2_chromosome_27_34860	Sto-Mir-10-P1a-v2_pre	91.667	24	1	1	2	24	1	24	8.59e-05	32.5
cm019881.1_pristis_pectinata_isolate_spripec2_chromosome_27_34860	Sto-Mir-10-P1a-v1_pre	91.667	24	1	1	2	24	2	25	8.59e-05	32.5
cm019876.1_pristis_pectinata_isolate_spripec2_chromosome_22_31672	Sto-Mir-1-P4_pre	88.136	59	7	0	1	59	1	59	1.90e-16	71.3
cm019876.1_pristis_pectinata_isolate_spripec2_chromosome_22_31672	Sto-Mir-1-P4_pre	86.957	23	2	1	1	23	58	37	0.015	25.1
cm019876.1_pristis_pectinata_isolate_spripec2_chromosome_22_31672	Sto-Mir-1-P1_pre	85.246	61	8	1	1	60	1	61	1.14e-13	62.1
cm019876.1_pristis_pectinata_isolate_spripec2_chromosome_22_31672	Sto-Mir-1-P1_pre	86.957	23	2	1	37	58	23	1	0.015	25.1
cm019876.1_pristis_pectinata_isolate_spripec2_chromosome_22_31672	Sto-Mir-1-P2_pre	81.967	61	10	1	1	60	1	61	2.48e-10	51.0
cm019876.1_pristis_pectinata_isolate_spripec2_chromosome_22_31672	Sto-Mir-1-P2_pre	86.957	23	2	1	37	58	23	1	0.015	25.1
cm019876.1_pristis_pectinata_isolate_spripec2_chromosome_22_31672	Sto-Mir-1-P2_pre	86.957	23	2	1	1	23	59	38	0.015	25.1
cm019863.1_pristis_pectinata_isolate_spripec2_chromosome_9_19236	Sto-Mir-1-P2_pre	100.000	61	0	0	1	61	1	61	3.18e-29	113
cm019863.1_pristis_pectinata_isolate_spripec2_chromosome_9_19236	Sto-Mir-1-P2_pre	86.957	23	2	1	38	59	23	1	0.015	25.1
cm019863.1_pristis_pectinata_isolate_spripec2_chromosome_9_19236	Sto-Mir-1-P2_pre	86.957	23	2	1	1	23	59	38	0.015	25.1
cm019863.1_pristis_pectinata_isolate_spripec2_chromosome_9_19236	Sto-Mir-1-P1_pre	93.548	62	2	2	1	61	1	61	1.49e-22	91.6
cm019863.1_pristis_pectinata_isolate_spripec2_chromosome_9_19236	Sto-Mir-1-P1_pre	86.957	23	2	1	38	59	23	1	0.015	25.1
cm019863.1_pristis_pectinata_isolate_spripec2_chromosome_9_19236	Sto-Mir-1-P1_pre	86.957	23	2	1	1	23	59	38	0.015	25.1
cm019863.1_pristis_pectinata_isolate_spripec2_chromosome_9_19236	Sto-Mir-1-P4_pre	83.607	61	7	2	1	60	1	59	1.95e-11	54.7
cm019863.1_pristis_pectinata_isolate_spripec2_chromosome_9_19236	Sto-Mir-1-P4_pre	86.957	23	2	1	1	23	58	37	0.015	25.1
cm019863.1_pristis_pectinata_isolate_spripec2_chromosome_9_19236	Sto-Mir-455_pre	100.000	11	0	0	12	22	56	46	0.20	21.4
cm019870.1_pristis_pectinata_isolate_spripec2_chromosome_16_26964	Sto-Mir-1-P1_pre	100.000	61	0	0	1	61	1	61	3.18e-29	113
cm019870.1_pristis_pectinata_isolate_spripec2_chromosome_16_26964	Sto-Mir-1-P1_pre	78.125	64	4	7	1	59	59	1	9.15e-05	32.5
cm019870.1_pristis_pectinata_isolate_spripec2_chromosome_16_26964	Sto-Mir-1-P2_pre	93.548	62	2	2	1	61	1	61	1.49e-22	91.6
cm019870.1_pristis_pectinata_isolate_spripec2_chromosome_16_26964	Sto-Mir-1-P2_pre	86.957	23	2	1	38	59	23	1	0.015	25.1
cm019870.1_pristis_pectinata_isolate_spripec2_chromosome_16_26964	Sto-Mir-1-P2_pre	86.957	23	2	1	1	23	59	38	0.015	25.1
cm019870.1_pristis_pectinata_isolate_spripec2_chromosome_16_26964	Sto-Mir-1-P4_pre	88.333	60	6	1	1	60	1	59	1.94e-16	71.3
cm019870.1_pristis_pectinata_isolate_spripec2_chromosome_16_26964	Sto-Mir-1-P4_pre	86.957	23	2	1	1	23	58	37	0.015	25.1
cm019870.1_pristis_pectinata_isolate_spripec2_chromosome_16_26964	Sto-Mir-455_pre	100.000	11	0	0	12	22	56	46	0.20	21.4
cm019861.1_pristis_pectinata_isolate_spripec2_chromosome_7_14636	Sto-Mir-7-P1_pre	98.413	63	1	0	1	63	1	63	1.19e-28	111
cm019861.1_pristis_pectinata_isolate_spripec2_chromosome_7_14636	Sto-Mir-7-P3_pre	87.692	65	6	1	1	63	1	65	1.56e-17	75.0
cm019861.1_pristis_pectinata_isolate_spripec2_chromosome_7_14636	Sto-Mir-7-P2_pre	85.246	61	6	3	1	60	1	59	4.37e-13	60.2
cm019861.1_pristis_pectinata_isolate_spripec2_chromosome_7_14636	Sto-Mir-338-P2_pre	100.000	13	0	0	10	22	47	59	0.016	25.1
cm019861.1_pristis_pectinata_isolate_spripec2_chromosome_7_14636	Sto-Mir-338-P1_pre	100.000	13	0	0	10	22	47	59	0.016	25.1
cm019861.1_pristis_pectinata_isolate_spripec2_chromosome_7_14636	Sto-Mir-92-P1d_pre	100.000	13	0	0	29	41	25	37	0.016	25.1
cm019861.1_pristis_pectinata_isolate_spripec2_chromosome_7_14636	Sto-Let-7-P2b2_pre	100.000	11	0	0	9	19	29	39	0.21	21.4
cm019878.1_pristis_pectinata_isolate_spripec2_chromosome_24_33025	Sto-Mir-7-P3_pre	92.308	65	4	1	1	64	1	65	1.58e-22	91.6
cm019878.1_pristis_pectinata_isolate_spripec2_chromosome_24_33025	Sto-Mir-7-P1_pre	87.500	64	7	1	1	64	1	63	5.72e-17	73.1
cm019878.1_pristis_pectinata_isolate_spripec2_chromosome_24_33025	Sto-Mir-7-P2_pre	100.000	24	0	0	1	24	1	24	1.25e-08	45.4
cm019878.1_pristis_pectinata_isolate_spripec2_chromosome_24_33025	Sto-Mir-338-P2_pre	100.000	13	0	0	10	22	47	59	0.016	25.1
cm019878.1_pristis_pectinata_isolate_spripec2_chromosome_24_33025	Sto-Mir-338-P1_pre	100.000	13	0	0	10	22	47	59	0.016	25.1
